outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
death,FEB 2022,202206,all_ages,Janssen,15,2745702,78,5911977,1742,34675222.65,0.546308376,1.319355606,5.0237601,9.195832102,3.807737713,0.465914417,1.637879809,8.848534361,18.99175908,5.402432042,1
death,FEB 2022,202206,all_ages,Moderna,183,20227815,293,19006857,1742,34675222.65,0.904694847,1.541548926,5.0237601,5.552988519,3.258904089,0.388941755,1.119381455,8.848534361,22.75028136,7.904842737,1
death,FEB 2022,202206,all_ages,Pfizer,241,26200654,323,35004587,1742,34675222.65,0.919824368,0.922736212,5.0237601,5.461651459,5.444416331,0.495173967,1.14879241,8.848534361,17.86954678,7.7024659,1
death,FEB 2022,202207,12-17,all_types,0,1565992,0,6118081,2,5375051,0,0,0.0372089,,,,,,,,0
death,FEB 2022,202207,18-49,all_types,6,18307069,16,31791920,55,20885699.55,0.0327742,0.0503273,0.263338079,8.034913974,5.232514465,,,,,,1
death,FEB 2022,202207,50-64,all_types,28,13934763,61,12679543,191,5524487.55,0.20093632,0.481089894,3.457334246,17.20611905,7.186462007,,,,,,1
death,FEB 2022,202207,65+,all_types,244,16393584,334,8707026,744,2682600.55,1.488387164,3.835982573,27.73428195,18.633782,7.230033353,,,,,,1
death,FEB 2022,202207,all_ages,all_types,278,50201408,411,59296570,992,34467838.65,0.553769329,0.693126095,2.87804527,5.197191541,4.152267952,0.281931018,0.700749463,5.009959454,17.77016055,7.149430318,1
death,FEB 2022,202207,all_ages,Janssen,14,2812703,39,5861162,992,34467838.65,0.497741852,0.665397066,2.87804527,5.78220469,4.325305018,0.450116835,0.81221436,5.009959454,11.13035342,6.168272445,1
death,FEB 2022,202207,all_ages,Moderna,121,20559955,184,18758901,992,34467838.65,0.588522689,0.980867696,2.87804527,4.890287706,2.934182951,0.257189949,0.718458543,5.009959454,19.47960826,6.973206046,1
death,FEB 2022,202207,all_ages,Pfizer,142,26787512,187,34642198,992,34467838.65,0.530097756,0.539804085,2.87804527,5.429272691,5.331647813,0.295664011,0.678560786,5.009959454,16.94477266,7.383213937,1
death,FEB 2022,202208,12-17,all_types,0,1656321,0,6084160,0,5343096,0,0,0,,,,,,,,0
death,FEB 2022,202208,18-49,all_types,2,18682011,5,31595274,45,20830569.55,0.0107055,0.0158252,0.216028659,20.17924889,13.65096933,,,,,,1
death,FEB 2022,202208,50-64,all_types,17,14117699,45,12540239,120,5499993.55,0.120416224,0.358844835,2.18182074,18.11899323,6.080123009,,,,,,1
death,FEB 2022,202208,65+,all_types,188,16503121,195,8616507,499,2672999.55,1.139178462,2.263098028,18.66816626,16.38739397,8.248942832,,,,,,1
death,FEB 2022,202208,all_ages,all_types,207,50959152,245,58836180,664,34346658.65,0.406207701,0.416410447,1.933230265,4.75921618,4.642607504,0.201651998,0.419200976,3.365139248,16.68785473,8.02750815,1
death,FEB 2022,202208,all_ages,Janssen,7,2863555,20,5825051,664,34346658.65,0.24445139,0.343344633,1.933230265,7.908444559,5.630582444,0.223788127,0.403063688,3.365139248,15.03716612,8.34890204,1
death,FEB 2022,202208,all_ages,Moderna,101,20817514,122,18590051,664,34346658.65,0.485168402,0.65626501,1.933230265,3.984658228,2.945807313,0.212537689,0.472913446,3.365139248,15.83314124,7.115761404,1
death,FEB 2022,202208,all_ages,Pfizer,99,27236563,103,34387038,664,34346658.65,0.363481986,0.299531469,1.933230265,5.318641202,6.454180833,0.196462446,0.37136545,3.365139248,17.1286641,9.06153022,1
